# poeAI opening book v1
# format: prefix_usi_moves|bestmove|count
# empty prefix means startpos
2g2f 8c8d 7g7f 3c3d 6i7h 8d8e 2f2e|4a3b|291
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e 5i6h|2b8h+|290
6i7h 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h|4a3b|284
2g2f 3c3d 7g7f 4c4d 3i4h 8b3b 2f2e|2b3c|272
2g2f 8c8d 7g7f 4a3b 7i7h 3c3d 7h7g|3a4b|260
7g7f 4a3b 2g2f 8c8d 7i7h 3c3d 7h7g|3a4b|259
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 9g9f|9c9d|248
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 2e2d|2c2d|247
7g7f 4a3b 2g2f 9c9d 2f2e 9d9e 2e2d|2c2d|247
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3g3f|3a3b|246
7g7f 4a3b 6i7h 8c8d 2g2f 8d8e 8h7g|3c3d|243
2g2f 3c3d 7g7f 8b4b 2f2e 5a6b 5i6h|2b8h+|242
2g2f 3c3d 7g7f 4c4d 7i7h 8b4b 2f2e|2b3c|237
7g7f 8b5b 2g2f 5a6b 5i6h 6b7b 2f2e|3c3d|233
7g7f 8c8d 8h7g 3c3d 7i6h 2b7g+ 6h7g|3a2b|232
7g7f 8c8d 2g2f 8d8e 8h7g 4a3b 2f2e|3c3d|230
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 5i6h|5a6b|225
2g2f 8c8d 2f2e 3c3d 2e2d 2c2d 2h2d|8d8e|223
2g2f 8c8d 6i7h 8d8e 7g7f 8e8f 8g8f|8b8f|216
7g7f 3c3d 6g6f 3a3b 7i6h 7a6b 6h7g|5a4b|216
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d|2c2d|214
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 8h2b+|3a2b|214
2g2f 3c3d 7g7f 4c4d 3g3f 3a3b 2f2e|2b3c|210
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d 6i7h|1c1d|210
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e 8h7g|7a6b|210
2g2f 8c8d 7g7f 3c3d 2f2e 4a3b 6i7h|5a4b|209
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 2f2e|2b3c|209
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 9g9f|7a7b|207
2g2f 8c8d 7g7f 4a3b 7i6h 3c3d 6h7g|3a4b|205
2g2f 3c3d 7g7f 9c9d 2f2e 2b8h+ 7i8h|3a2b|204
7g7f 4a3b 2g2f 3c3d 2f2e 2b3c 8h3c+|3b3c|202
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 5i6h|5d5e|201
2g2f 3c3d 2f2e 2b3c 7g7f 4c4d 5i6h|3a3b|195
2g2f 3c3d 2f2e 2b3c 7g7f 4c4d 3i4h|3a3b|194
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h|3c3d|193
2g2f 8c8d 2f2e 4a3b 9g9f 8d8e 3i3h|7a7b|190
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h|4c4d|189
2g2f 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f|8b8f|188
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 5g5f|9d9e|185
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 7g7f|8e8f|183
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 2e2d|2c2d|183
7g7f 3c3d 2g2f 4c4d 7i7h 8b4b 9g9f|9c9d|183
6i7h 8c8d 7g7f 4a3b 2g2f 8d8e 8h7g|3c3d|182
7g7f 8c8d 2g2f 4a3b 7i7h 3c3d 7h7g|3a4b|181
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 5i5h|8d8e|179
2g2f 3c3d 7g7f 4c4d 7i7h 8b4b 9g9f|9c9d|178
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3g3f|3a3b|178
7g7f 8c8d 7i7h 3c3d 7h7g 3a4b 2g2f|4a3b|178
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 2e2d|2c2d|175
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d 6i7h|3b2c|174
7g7f 8c8d 1g1f 3c3d 6g6f 8d8e 8h7g|7a6b|174
7g7f 4a3b 2g2f 8c8d 7i6h 3c3d 6h7g|3a4b|173
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 7e7d|7c7d|171
7g7f 3c3d 6g6f 8c8d 7i7h 8d8e 8h7g|7a6b|170
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 7g7f|8e8f|166
7g7f 3c3d 2g2f 4c4d 3i4h 8b3b 2f2e|2b3c|164
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b 7f7e|7b8b|162
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 6i7h|8e8f|161
7g7f 8c8d 2h7h 8d8e 8h7g 3c3d 6g6f|1c1d|161
7g7f 8c8d 5g5f 3c3d 5f5e 7a6b 2h5h|5a4b|159
2g2f 3c3d 7g7f 5c5d 2f2e 8b5b 3i4h|5d5e|157
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 7i6h|8e8f|157
7g7f 3c3d 2g2f 4c4d 5i6h 8b4b 9g9f|9c9d|156
7g7f 8c8d 7i7h 3c3d 7h7g 7a7b 2g2f|6c6d|156
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 6g6f|3a3b|155
7g7f 5a6b 2h7h 7a7b 5i4h 4a5b 4h3h|3a4b|154
7g7f 8c8d 7i6h 5a4b 2g2f 3c3d 6h7g|4a3b|153
2g2f 4a3b 2f2e 3c3d 2e2d 2c2d 2h2d|8c8d|152
7g7f 3c3d 1g1f 8c8d 1f1e 8d8e 8h2b+|3a2b|152
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 5i6h|5a6b|152
7g7f 3c3d 6g6f 8c8d 7i6h 8d8e 6h7g|5a4b|152
7g7f 5a4b 6i7h 7a7b 7i6h 3a3b 4i5h|6c6d|151
7g7f 8c8d 2g2f 3c3d 2f2e 8d8e 2e2d|2c2d|151
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 2f2e|2b3c|150
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 5i6h|3a3b|149
2g2f 3c3d 7g7f 8b4b 2f2e 5a6b 9g9f|4c4d|148
2g2f 3c3d 2f2e 2b3c 5i6h 8b2b 7g7f|3a4b|147
7g7f 8c8d 2g2f 4a3b 7i6h 3c3d 6h7g|3a4b|144
7g7f 8c8d 7i7h 3c3d 8h7g 2b7g+ 7h7g|3a2b|144
2g2f 3c3d 7g7f 4c4d 3i4h 3a4b 2f2e|2b3c|142
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 3i3h|4a3b|142
5i6h 8c8d 4i5i 8d8e 2h5h 8e8f 8g8f|8b8f|140
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 2e2d|2c2d|138
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 3i4h|5d5e|138
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 6i7h|8d8e|138
7g7f 8c8d 5g5f 3c3d 5f5e 8d8e 8h7g|7a6b|138
2g2f 3c3d 7g7f 2b8h+ 7i8h 3a2b 2f2e|2b3c|137
2h7h 3c3d 7i6h 8c8d 7g7f 8d8e 1g1f|1c1d|137
7g7f 3c3d 2g2f 4c4d 3i4h 3a3b 5g5f|3b4c|137
2g2f 3c3d 2f2e 3a3b 2e2d 2c2d 2h2d|2b3c|135
7g7f 5a4b 2g2f 3c3d 2f2e 4a3b 2e2d|2c2d|133
2g2f 3c3d 7g7f 2b8h+ 7i8h 3a2b 3i4h|2b3c|132
2g2f 3c3d 7g7f 4c4d 2f2e 3a3b 2e2d|2c2d|132
2h7h 8c8d 7g7f 1c1d 1g1f 8d8e 8h7g|3c3d|132
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 6i7h|5a4b|129
2h7h 8c8d 7g7f 5a4b 7f7e 1c1d 1g1f|6c6d|127
1g1f 8c8d 7g7f 3c3d 1f1e 8d8e 8h2b+|3a2b|126
2g2f 3c3d 7g7f 4c4d 3i3h 8b4b 9g9f|9c9d|126
7g7f 3c3d 1g1f 8c8d 6g6f 8d8e 8h7g|6a5b|126
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 4i5h|5d5e|126
7g7f 8c8d 7i6h 3c3d 6g6f 6c6d 6h6g|7a6b|126
7g7f 3c3d 2g2f 9c9d 2f2e 9d9e 5i6h|2b8h+|125
2g2f 3c3d 3i4h 8c8d 6i7h 8d8e 5i6i|4a3b|124
2g2f 8c8d 7g7f 4a3b 6g6f 8d8e 8h7g|3c3d|123
2g2f 3c3d 2f2e 2b3c 5i6h 8c8d 7g7f|3a2b|122
7g7f 8c8d 7i7h 3c3d 7h7g 7c7d 2g2f|7a6b|122
2g2f 3c3d 2f2e 2b3c 7g7f 3a3b 8h3c+|3b3c|121
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 5i6h|9d9e|121
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 9g9f|5c5d|121
2g2f 3c3d 7g7f 4c4d 5i6h 8b4b 6h7h|5a6b|119
2g2f 3c3d 7g7f 4c4d 5i6h 8b4b 9g9f|9c9d|118
7g7f 3c3d 6i7h 4a3b 1g1f 8c8d 1f1e|8d8e|117
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 7g7f|4a3b|116
7g7f 5a4b 2g2f 3c3d 2f2e 4a3b 6i7h|2b8h+|116
7g7f 9c9d 2g2f 9d9e 2f2e 3c3d 5i6h|2b8h+|115
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b 5i4h|7a6b|114
7g7f 3c3d 2g2f 4a3b 2f2e 2b3c 8h3c+|3b3c|114
7g7f 8b5b 2g2f 5a6b 2f2e 6b7b 2e2d|2c2d|114
2g2f 8c8d 7g7f 4a3b 8h7g 3c3d 7i7h|2b7g+|113
2h7h 8c8d 7g7f 8d8e 8h7g 7a6b 1g1f|1c1d|113
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d 2h8h|1c1d|113
2g2f 8c8d 2f2e 4a3b 9g9f 8d8e 6i7h|7a7b|112
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f|3a3b|112
7g7f 8c8d 7i7h 3c3d 6g6f 7a6b 2h6h|5a4b|112
2g2f 8c8d 7g7f 8d8e 7i6h 8e8f 8g8f|8b8f|111
7g7f 3c3d 6g6f 8c8d 2h7h 8d8e 8h7g|5a4b|111
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b 3i3h|7b8b|111
2g2f 4a3b 6i7h 8c8d 7g7f 8d8e 8h7g|3c3d|110
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 5i6i|7a7b|110
7g7f 8c8d 6i7h 3c3d 2g2f 8d8e 2f2e|4a3b|110
2h7h 1c1d 1g1f 3c3d 7i6h 8c8d 7g7f|8d8e|109
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 6i7h|8d8e|108
7g7f 8b5b 3i4h 5a6b 5i6h 6b7b 2g2f|3c3d|108
7g7f 8c8d 8h7g 3c3d 7i7h 2b7g+ 7h7g|3a2b|108
2g2f 8c8d 2f2e 4a3b 3i3h 8d8e 6i7h|7a7b|107
7g7f 8c8d 7i6h 7a6b 2g2f 3c3d 6h7g|3a4b|107
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 2e2d|2c2d|106
2g2f 8c8d 2f2e 4a3b 3i3h 8d8e 9g9f|7a7b|106
5i6h 8c8d 6i7h 8d8e 2h5h 5a4b 3i2h|4b3b|106
7g7f 8c8d 2g2f 4a3b 6g6f 8d8e 8h7g|3c3d|106
2g2f 3c3d 2f2e 2b3c 7g7f 3a4b 8h3c+|4b3c|105
5i6h 8c8d 4i5i 8d8e 3i4h 8e8f 8g8f|8b8f|105
7g7f 8c8d 7i6h 3c3d 6h7g 3a3b 5g5f|7a6b|105
7g7f 8c8d 6g6f 8d8e 8h7g 3c3d 2h6h|1c1d|104
2g2f 8c8d 2f2e 4a3b 6i7h 1c1d 7g7f|8d8e|103
6i7h 8c8d 7g7f 8d8e 2g2f 8e8f 8g8f|8b8f|102
6i7h 3c3d 7g7f 4a3b 2g2f 4c4d 2f2e|2b3c|101
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 3i4h|3a4b|101
7g7f 8c8d 7i6h 3c3d 8h7g 2b7g+ 6h7g|3a2b|101
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 5i5h|8e8f|100
7g7f 3c3d 6i7h 8c8d 2g2f 4a3b 2f2e|5a4b|100
7g7f 8b5b 7f7e 3c3d 2h7h 2b8h+ 7i8h|B*4e|100
7g7f 8c8d 7i6h 3c3d 6h7g 3a4b 3i4h|8d8e|100
7g7f 8c8d 7i6h 3c3d 6h7g 8d8e 2g2f|7c7d|100
7g7f 8c8d 2h6h 3c3d 6g6f 7a6b 5i4h|5a4b|99
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 5g5f|5c5d|99
2g2f 3c3d 7g7f 4c4d 4g4f 8b4b 9g9f|9c9d|98
2g2f 8c8d 7g7f 8d8e 2f2e 3c3d 6i7h|4a3b|98
7g7f 4a3b 1g1f 3c3d 1f1e 8c8d 6g6f|7a6b|98
5i4h 8b3b 3i3h 5a6b 1i1h 6b7b 6i5h|3c3d|97
7g7f 5a6b 2h7h 8b7b 7f7e 3a4b 5i4h|4a5b|97
7g7f 8c8d 8h7g 3c3d 7i8h 2b7g+ 8h7g|3a2b|97
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 8h2b+|5b2b|96
7g7f 8c8d 7i7h 3c3d 7h7g 4a3b 2g2f|3a4b|96
7g7f 8c8d 7i6h 3c3d 6g6f 3a3b 5g5f|8d8e|95
7g7f 8c8d 8h7g 3c3d 7i6h 4a3b 1g1f|1c1d|95
1g1f 3c3d 7g7f 8c8d 6g6f 7a6b 1f1e|5a4b|94
7g7f 8c8d 7i6h 3c3d 6h7g 3a4b 5g5f|4a3b|94
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 5i5h|8d8e|93
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 6i7h|8e8f|92
7g7f 4a3b 2g2f 7c7d 2f2e 8b7b 2e2d|2c2d|92
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d|2c2d|92
2g2f 3c3d 7g7f 4a3b 2f2e 8c8d 2e2d|2c2d|91
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 6i7h|8e8f|91
7g7f 3c3d 2g2f 2b8h+ 7i8h 3a2b 8h7g|2b3c|91
7g7f 8c8d 2g2f 8d8e 2f2e 3c3d 6i7h|4a3b|91
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 3g3f|3a3b|90
2g2f 3c3d 7g7f 9c9d 2f2e 8b4b 9g9f|5a6b|90
2g2f 4a3b 7g7f 8c8d 7i6h 3c3d 6h7g|3a4b|90
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5g5f|9d9e|89
7g7f 3c3d 2g2f 9c9d 2f2e 2b8h+ 7i8h|3a2b|89
7g7f 8c8d 7i6h 3c3d 6h7g 3a3b 2g2f|3b3c|89
2g2f 3c3d 7g7f 4c4d 5i6h 8b4b 2f2e|2b3c|88
7g7f 3c3d 2g2f 2b8h+ 7i8h 3a2b 2f2e|2b3c|88
7g7f 3c3d 2g2f 8c8d 6g6f 8d8e 8h7g|3a3b|88
7g7f 5c5d 2g2f 3c3d 2f2e 8b5b 5i6h|5d5e|88
2g2f 3c3d 7g7f 2b8h+ 7i8h 3a2b 8h7g|2b3c|87
7g7f 3c3d 2g2f 4c4d 3g3f 3a3b 2f2e|2b3c|86
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 6i7h|8d8e|86
2g2f 8c8d 2f2e 8d8e 6i7h 3c3d 2e2d|2c2d|85
2g2f 8c8d 7g7f 4a3b 8h7g 3c3d 7i8h|2b7g+|85
7g7f 8c8d 7i6h 7a6b 5g5f 3c3d 6g6f|5a4b|84
7g7f 3c3d 6g6f 3a3b 7i7h 7a6b 7h7g|5a4b|83
2g2f 3c3d 7g7f 8b4b 3i4h 4c4d 5i6h|5a6b|82
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 5g5f|9c9d|81
2h7h 3c3d 7i6h 8c8d 7g7f 1c1d 1g1f|7a7b|79
2g2f 3c3d 7g7f 4c4d 5i6h 9c9d 2f2e|2b3c|78
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 9g9f|3a3b|78
7g7f 4a3b 2g2f 7a6b 2f2e 8c8d 6i7h|1c1d|78
7g7f 8c8d 2g2f 8d8e 8h7g 4a3b 7i8h|3c3d|78
2g2f 3c3d 2f2e 2b3c 5i6h 8c8d 6i7h|4c4d|77
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 7i7h|8b4b|77
7g7f 3c3d 6g6f 8c8d 1g1f 7a6b 1f1e|5a4b|77
2g2f 4a3b 7g7f 3c3d 2f2e 8c8d 6i7h|8d8e|76
7g7f 3c3d 2g2f 4c4d 3i4h 3a4b 5g5f|5c5d|76
7g7f 8c8d 7i6h 4a3b 2g2f 3c3d 6h7g|3a4b|76
1g1f 8c8d 7g7f 3c3d 6g6f 7a6b 1f1e|5a4b|75
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 4g4f|3b4c|75
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5g5f|3b4c|75
7g7f 3c3d 2h6h 8c8d 6g6f 8d8e 8h7g|7a6b|75
5i6h 8c8d 6i7h 8d8e 2h5h 5a4b 3i3h|4b3b|74
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 2h6h|5a4b|74
2g2f 3c3d 5i6h 8c8d 7g7f 8d8e 6i7h|4a3b|73
2g2f 3c3d 7g7f 2b8h+ 7i8h 3a2b 3i3h|2b3c|73
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 5g5f|5a6b|73
6i7h 3c3d 7g7f 4c4d 2g2f 8b4b 2f2e|2b3c|73
7g7f 3c3d 2g2f 4a3b 6i7h 5a4b 8h2b+|3a2b|73
7g7f 8b5b 5g5f 5a6b 5i6h 6b7b 6h7h|3c3d|73
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 1g1f|1c1d|72
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e 2h5h|5a4b|72
6i7h 3c3d 7g7f 8c8d 2g2f 4a3b 2f2e|5a4b|72
7g7f 8c8d 7i6h 5a4b 6h7g 3c3d 6i7h|8d8e|72
7g7f 8c8d 6i7h 8d8e 2g2f 8e8f 8g8f|8b8f|71
7g7f 8c8d 7i6h 3c3d 6g6f 5a4b 2g2f|4b3b|71
2g2f 1c1d 2f2e 3a3b 2e2d 2c2d 2h2d|2b1c|70
2g2f 3c3d 7g7f 4a3b 2f2e 9c9d 5i6h|9d9e|70
6i7h 4a3b 2g2f 3c3d 7g7f 5a4b 2f2e|8c8d|70
7g7f 8c8d 6i7h 4a3b 7i6h 3c3d 6h7g|3a4b|70
7g7f 8c8d 7i6h 8d8e 6h7g 3c3d 2g2f|3a4b|70
2g2f 3c3d 7g7f 8c8d 6i7h 4c4d 7i6h|4a3b|69
2g2f 8c8d 7g7f 4a3b 7i7h 3c3d 8h7g|2b7g+|69
2g2f 8c8d 7g7f 8d8e 8h7g 4a3b 7i8h|3c3d|69
7g7f 3c3d 2g2f 4a3b 6i7h 8c8d 2f2e|8d8e|69
7g7f 8c8d 6i7h 8d8e 8h7g 4a3b 7i6h|3c3d|69
2g2f 3a4b 7g7f 4a3b 3i4h 7a6b 6i7h|3c3d|68
2g2f 3c3d 3i4h 5c5d 7g7f 5d5e 5i6h|8b5b|68
5i6h 8c8d 6i7h 8d8e 2h5h 8e8f 8g8f|8b8f|68
7g7f 3c3d 1g1f 8c8d 6g6f 7a6b 7i7h|5a4b|68
7g7f 3c3d 2g2f 4a3b 6i7h 5a4b 2f2e|8c8d|68
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 8h2b+|3a2b|68
7g7f 5a4b 2g2f 6a5a 2f2e 8b6b 2e2d|2c2d|67
7g7f 8b5b 2g2f 5a6b 5i6h 6b7b 9g9f|3c3d|67
7g7f 8c8d 1g1f 8d8e 8h7g 3c3d 6g6f|5a4b|67
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 4i5h|3b4c|66
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 2e2d|2c2d|66
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 5i5h|8d8e|66
2g2f 3a4b 7g7f 4a3b 2f2e 3c3d 8h2b+|3b2b|65
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 2e2d|2c2d|65
7g7f 3c3d 2g2f 2b8h+ 7i8h 3a2b 3g3f|2b3c|65
7g7f 8c8d 2g2f 8d8e 8h7g 4a3b 6i7h|3c3d|65
2g2f 3c3d 7g7f 8c8d 6i7h 4a3b 2f2e|8d8e|64
2g2f 4a3b 2f2e 7a6b 7g7f 8c8d 6i7h|1c1d|64
2g2f 8c8d 2f2e 8d8e 9g9f 3c3d 2e2d|2c2d|64
6i7h 3c3d 7g7f 8b4b 2g2f 4c4d 2f2e|2b3c|64
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 5i5h|8d8e|64
2g2f 3c3d 2f2e 2b3c 7g7f 3a2b 8h3c+|2b3c|63
2g2f 3c3d 7g7f 8b4b 5i6h 4c4d 6h7h|5a6b|63
2g2f 8c8d 2f2e 8d8e 9g9f 1c1d 6i7h|4a3b|63
7g7f 8c8d 7i6h 4a3b 6g6f 8d8e 8h7g|3c3d|63
7g7f 8c8d 7i6h 8d8e 6h7g 8e8f 8g8f|3c3d|63
7g7f 8c8d 7i7h 3c3d 8h7g 4a3b 6g6f|7a6b|63
2g2f 3c3d 2f2e 2b3c 7g7f 3a2b 5i6h|8c8d|62
2g2f 4a3b 2f2e 8c8d 7g7f 3c3d 6i7h|8d8e|62
2g2f 8c8d 2f2e 3c3d 7g7f 4a3b 2e2d|2c2d|62
7g7f 3c3d 2g2f 4c4d 3i4h 3a3b 5i6h|8b4b|62
2g2f 3c3d 7g7f 4c4d 7i7h 9c9d 2f2e|2b3c|61
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 2e2d|2c2d|61
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 1g1f|1c1d|61
7g7f 3c3d 2g2f 4c4d 3i3h 8b4b 9g9f|9c9d|61
7g7f 3c3d 2g2f 4c4d 5i6h 9c9d 2f2e|2b3c|61
7g7f 8c8d 2g2f 8d8e 8h7g 4a3b 7i6h|3c3d|61
2g2f 4a3b 7g7f 8c8d 7i7h 3c3d 7h7g|3a4b|60
7g7f 4a3b 2g2f 8c8d 2f2e 3c3d 5i5h|8d8e|60
7g7f 4a3b 5g5f 3c3d 5f5e 3a4b 2h5h|1c1d|60
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 8h7g|3a4b|60
2g2f 3c3d 2f2e 2b3c 5i6h 3a3b 6h7h|8c8d|59
2g2f 3c3d 7g7f 4a3b 2f2e 2b3c 2e2d|2c2d|59
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 7g7f|8e8f|59
1g1f 3c3d 7g7f 8c8d 1f1e 8d8e 8h2b+|3a2b|58
2g2f 3c3d 2f2e 2b3c 7g7f 3a4b 5i6h|4c4d|58
6i7h 3c3d 7g7f 8c8d 2g2f 8d8e 2f2e|4a3b|58
7g7f 3c3d 2g2f 4c4d 3i4h 3a3b 2f2e|2b3c|58
7g7f 3c3d 7f7e 5a4b 6g6f 6c6d 2h7h|8b6b|58
7g7f 8b5b 3i4h 5a6b 5i6h 3c3d 8h2b+|5b2b|58
7g7f 8b5b 6g6f 5a6b 2h6h 6b7b 5i4h|7b8b|58
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 9g9f|7a7b|57
2g2f 8c8d 7g7f 8d8e 8h7g 4a3b 7i6h|3c3d|57
2h3h 8c8d 7g7f 8d8e 3g3f 8e8f 8g8f|8b8f|57
7g7f 3c3d 2g2f 4c4d 3i4h 3a3b 4i5h|3b4c|57
7g7f 8c8d 1g1f 3c3d 6g6f 5a4b 1f1e|8d8e|57
7g7f 8c8d 7i7h 3c3d 6g6f 8d8e 8h7g|7a6b|57
2g2f 1c1d 2f2e 2b1c 5i6h 5c5d 7g7f|8b5b|56
2g2f 3c3d 7g7f 4c4d 5i6h 3a3b 6h7h|8b4b|56
2g2f 4a3b 2f2e 8c8d 9g9f 8d8e 3i3h|7a7b|56
5g5f 8c8d 7g7f 8d8e 8h7g 7a6b 5f5e|7c7d|56
7g7f 4a3b 5g5f 3c3d 5f5e 7a6b 2h5h|5a4a|56
2g2f 8b6b 2f2e 3a4b 7g7f 2b3a 2e2d|2c2d|55
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 2e2d|2c2d|55
2h7h 8c8d 7g7f 1c1d 1g1f 5a4b 7i6h|8d8e|55
7g7f 5a4b 2g2f 3c3d 6i7h 8c8d 2f2e|4a3b|55
7g7f 8c8d 2g2f 8d8e 6i7h 8e8f 8g8f|8b8f|55
2g2f 8c8d 7g7f 4a3b 7i6h 3c3d 6g6f|7a6b|54
2h7h 1c1d 1g1f 3c3d 5i4h 2b3c 3i3h|8b2b|54
7g7f 5a4b 2g2f 4a3b 2f2e 3c3d 2e2d|2c2d|54
7g7f 8c8d 2g2f 4a3b 6i7h 3c3d 2f2e|8d8e|54
7g7f 8c8d 2g2f 4a3b 7i7h 3c3d 8h7g|2b7g+|54
7g7f 8c8d 2g2f 4a3b 8h7g 3c3d 7i8h|2b7g+|54
7g7f 8c8d 6i7h 3c3d 2g2f 4a3b 2f2e|8d8e|54
7g7f 8c8d 7i6h 3c3d 6h7g 7a7b 5g5f|7c7d|54
2g2f 1c1d 2f2e 4a3b 7g7f 8c8d 2e2d|2c2d|53
2g2f 3c3d 7g7f 4c4d 5i6h 8b4b 3i4h|9c9d|53
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 2f2e|8e8f|53
2h7h 1c1d 1g1f 5c5d 7g7f 3a4b 3i3h|4b5c|53
7g7f 3c3d 1g1f 8c8d 1f1e 2b8h+ 7i8h|B*5e|53
7g7f 8c8d 5g5f 3c3d 5f5e 8d8e 2h5h|5a4b|53
1g1f 8c8d 1f1e 8d8e 6i7h 8e8f 8g8f|8b8f|52
2g2f 3c3d 5i6h 8c8d 6h7h 8d8e 2f2e|2b3c|52
2g2f 3c3d 7g7f 4c4d 4i5h 8b4b 9g9f|9c9d|52
2g2f 7a6b 2f2e 4a3b 6i7h 8c8d 7g7f|1c1d|52
2g2f 8c8d 2f2e 4a3b 7g7f 3c3d 6i7h|8d8e|52
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d|2c2d|52
7g7f 8c8d 6i7h 8d8e 7i6h 8e8f 8g8f|8b8f|52
2g2f 3c3d 7g7f 4c4d 4g4f 8b4b 3i4h|9c9d|51
2g2f 3c3d 7g7f 8c8d 6i7h 8d8e 2f2e|4a3b|51
2g2f 7c7d 2f2e 4a3b 2e2d 2c2d 2h2d|3c3d|51
6i7h 4a3b 2g2f 2c2d 2f2e 2d2e 2h2e|P*2c|51
7g7f 4a3b 5g5f 3c3d 5f5e 1c1d 2h5h|1d1e|51
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d 2e2d|2c2d|50
5g5f 8c8d 7g7f 3c3d 5f5e 7a6b 2h5h|5a4b|50
6i7h 4a3b 2g2f 8c8d 7g7f 8d8e 8h7g|3c3d|50
7g7f 3c3d 6g6f 8c8d 7i7h 8d8e 7h7g|5a4b|50
